0.098706,0.87277
0.099515,0.873037
0.106796,0.875973
0.11246,0.878792
0.118932,0.881493
0.124595,0.884312
0.130259,0.887131
0.136731,0.88995
0.142395,0.892768
0.148867,0.895587
0.154531,0.898406
0.160194,0.901225
0.166667,0.903926
0.17233,0.906745
0.178803,0.909564
0.185275,0.912383
0.193366,0.915084
0.200647,0.917785
0.209547,0.920487
0.220065,0.922953
0.231392,0.925302
0.242718,0.927768
0.254045,0.930235
0.264563,0.932701
0.27589,0.935168
0.287217,0.937517
0.300971,0.939748
0.314725,0.94198
0.329288,0.943977
0.343851,0.945973
0.358414,0.94797
0.372977,0.950084
0.38754,0.951963
0.403722,0.953607
0.421521,0.955017
0.43932,0.956426
0.457929,0.957718
0.475728,0.959128
0.493528,0.960419
0.511327,0.961829
0.529126,0.963121
0.547735,0.96453
0.565534,0.965822
0.583333,0.967114
0.602751,0.968171
0.621359,0.968993
0.640777,0.969815
0.660194,0.97052
0.679612,0.971225
0.699029,0.972047
0.718447,0.972752
0.737864,0.973574
0.756472,0.974279
0.77589,0.975101
0.795307,0.975805
0.814725,0.976628
0.834142,0.977332
0.85356,0.978037
0.872977,0.978859
0.891586,0.979446
0.910194,0.979916
0.929612,0.980386
0.949029,0.980738
0.968447,0.981208
0.987864,0.98156
