0.260518,0.856706
0.264563,0.859412
0.268608,0.862353
0.272654,0.865176
0.276699,0.868118
0.281553,0.870941
0.285599,0.873882
0.290453,0.876706
0.296117,0.879529
0.300971,0.882353
0.306634,0.885176
0.312298,0.888
0.317961,0.890824
0.324434,0.893647
0.330906,0.896353
0.337379,0.899176
0.343851,0.902
0.351133,0.904706
0.358414,0.907412
0.366505,0.910235
0.374595,0.912824
0.382686,0.915529
0.391586,0.918235
0.400485,0.920824
0.409385,0.923529
0.419094,0.926118
0.428803,0.928588
0.43932,0.931176
0.450647,0.933647
0.461974,0.936
0.473301,0.938471
0.485437,0.940824
0.498382,0.943059
0.512136,0.945176
0.526699,0.947294
0.541262,0.949176
0.556634,0.951176
0.572006,0.952941
0.588188,0.954706
0.604369,0.956471
0.621359,0.958118
0.63835,0.959647
0.65534,0.961176
0.673139,0.962706
0.690939,0.964
0.709547,0.965176
0.728155,0.966353
0.746764,0.967294
0.766181,0.968353
0.78479,0.969294
0.804207,0.970235
0.822816,0.971059
0.842233,0.971882
0.86165,0.972588
0.881068,0.973412
0.899676,0.974
0.919094,0.974588
0.937702,0.975176
0.956311,0.975765
0.975728,0.976353
0.995146,0.976824
